Compound ID,Comp Conc. (µM),Chemotype,Pubmed ID,JAK1,TYK2,JAK2,JAK3,FER,FES,ABL-E255K,ABL-H396P,ABL-M351T,ABL-Q252H,ABL-T315I,ABL-Y253F,ABL1,ARG,CSK,BMX,BTK,TXK,TEC,ITK,BRK,SRMS,PTK5,BLK,LCK,HCK,LYNA,LYNB,FGR,FYN,SRC,YES,EPHA2,EPHA4,EPHA3,EPHB4,EPHB3,EPHB2,PYK2,SYK,ZAP70,LTK,ALK,ROS,INSR,IGF1R,IRR,DDR2,MUSK,TRKA,TRKB,TRKC,RON,MET,AXL,MER,TYRO3,RET,RET-V804L,RET-Y791F,FGFR1,FGFR2,FGFR3,FGFR4,FLT1,KDR,FLT4,FMS,KIT,KIT-D816V,KIT-T6701,KIT-V560G,FLT3,FLT-3-D835Y,PDGFR?,PDGFR?-D842V,PDGFR?-T674I,PDGFR?-V561D,PDGFR?.1,TIE2,TNK2,TNK1,EGFR,EGFR-L858R,EGFR-L861Q,EGFR-T790M,EGFR-T790M-L858R,ERBB2,ERBB4,IRAK4,LRRK2,LRRK2-G2019S,CRAF,BRAF,BRAF-V599E,MAP4K2,MST1,MST2,MST4,MAP4K4,MINK,LOK,PAK1,PAK3,PAK2,PAK5,PAK6,MEK1,CK1a,CK1-g2,CK1-g1,CK1-g3,PLK1,GRK7,GRK6,PDK1,MSK1,MSK2,RSK1,RSK2,RSK4,RSK3,P70S6K1,AKT2,AKT1,AKT3,SGK1,SGK3,SGK2,PKC-?,PKC-?.1,PKC-?.2,PKC-?1,PKC-?2,PKC-?.3,PKC-?.4,PRKG2,PRKG1,PRKX,PKA,ROCK1,ROCK2,MRCK-?,MRCK-?.1,AURORA-B,AURORA-C,AURORA-A,CHEK2,DCAMKL2,CAMK4,CAMK1D,PHKG1,PHKG2,CAMK2D,CAMK2A,PRAK,MAPKAPK2,MAPKAPK3,MNK2,MKNK1,PRKD3,PRKD1,PRKD2,MARK4,MARK3,PAR-1B?,MARK1,SNF1LK2 (QIK),SNF1LK (SIK),ARK5,BRSK1,BRSK2,AMPKA1 (A1B1G1),AMPKA2 (A2B1G1),MELK,TSSK2,TSSK1,DAPK1,PIM2,PIM3,PIM1,CHEK1,PASK,NEK1,NEK2,NEK9,NEK7,NEK6,TBK1,IKKE,IKKB,IKKA,CDK5/p35,CDK1/cyclinB,CDK2/cyclinA,CDK2/cyclinE,CDK3/cyclinE,CDK6/cyclinD3,CDK4/cyclinD,JNK2,P38?,P38?.1,P38?.2,P38?.3,MAPK1,MAPK3,GSK3A,GSK3B,SRPK1,MSSK1,CLK3,CLK2,HIPK1,HIPK4,DYRK1B,DYRK1A,DYRK2,CK2,TTK,PI3-K-?,PI3-K-?.1,PI4-K-?,SPHK1,SPHK2,Canonical_SMILES,Changed
Cl.Fc1cccc(COc2ccc(Nc3ncnc4ccc(cc34)-c3ccc(CNCCS(=O)(=O)c4ccccc4)o3)cc2Cl)c1,1,04:4-anilino_quinazolines_and_related,16777410,5,-3,1,-1,5,4,4,7,3,6,3,7,10,8.0,7,7,2,5,5,3,6,-3,4,7,8,9,8,4,5,4,9,8,2,13,6,3,4,13,13,-4,2.0,5,7,6.0,6,8.0,4,6,5.0,2,6,5,3.0,7,-6.0,7.0,3,3.0,9,15.0,8.0,12.0,7.0,2,5.0,9,7,9,10.0,6,5,-1,5.0,-2.0,19,6,13,8,12.0,9,1,22.0,83.0,79,78,6,2,60,89.0,3,5,9,1,9,6,6,7,9,0,11,6,18,7,6,4,5,1,6,6,6.0,7,5,6,2,1,1,5,3,4,1,2,3,3,3.0,2,3,4,6,7,3,6,2,2,3,3,4,3,4.0,3,7.0,4,6,0,0,12,10,6,3,3.0,0,2,9,8,4,2,2,3,8,5,6,5,7,5,3,6,0,5,7,10,3.0,4,4,6,4,3,4,5,7,1,1,2,10,0,6,7,5,5,3,6,7,7,-1,1,2.0,3,5,-2,3,6,5,14,7,6,5,9,6,4,3,-1,4,-1,1,4,5,0,5,3,5,10,6,6,-10,-5,1,Cl.O=S(=O)(CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1ccccc1,True
Cl.COc1cc2ncnc(Nc3ccc(C)c(O)c3)c2cc1OC,1,04:4-anilino_quinazolines_and_related,18620382,13,-3,1,2,8,4,86,87,85,82,68,89,78,65.0,17,13,16,30,37,1,65,19,20,49,72,75,84,81,46,56,71,42,11,50,17,37,3,41,19,0,2.0,25,14,10.0,7,11.0,3,9,7.0,2,6,7,2.0,9,-10.0,5.0,34,89.0,11,90.0,17.0,16.0,10.0,4,93.0,72,107,6,41.0,88,3,36,3.0,2.0,94,98,17,98,77.0,18,6,24.0,81.0,99,96,31,13,26,69.0,3,9,18,-1,10,9,6,9,8,-1,21,18,70,7,5,2,7,0,6,6,5.0,5,4,3,8,6,1,5,2,6,3,3,4,2,2.0,1,2,5,5,2,1,7,3,5,6,5,2,4,4.0,2,3.0,1,4,0,1,9,4,7,25,0.0,-4,0,23,8,4,3,2,3,7,16,31,9,10,11,4,6,1,8,19,33,2.0,4,6,6,5,8,2,3,6,3,4,1,4,1,5,7,12,5,4,6,7,6,12,3,4.0,1,6,-2,4,6,5,22,17,6,4,8,7,9,11,0,0,2,0,3,9,4,7,5,6,7,7,5,0,-3,0,COc1cc2ncnc(Nc3ccc(C)c(O)c3)c2cc1OC.Cl,True
COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(s3)C#N)c2cc1OC,1,05:Benzimidazole_N-thiophenes,16997559,5,1,29,55,10,3,47,49,50,44,33,49,49,18.0,4,33,12,42,35,11,10,27,4,72,69,62,66,61,60,77,50,39,34,57,14,17,4,36,26,-3,4.0,8,10,69.0,5,6.0,3,8,51.0,19,57,56,8.0,16,44.0,77.0,20,64.0,54,59.0,19.0,32.0,24.0,1,16.0,67,73,33,8.0,5,3,1,12.0,24.0,82,88,36,88,78.0,15,38,78.0,12.0,46,8,9,62,-1,9.0,11,84,62,3,8,7,41,66,52,0,91,84,72,6,6,2,5,10,7,4,4.0,4,3,47,40,4,24,11,10,14,14,16,10,5,1.0,1,2,4,4,4,-2,6,3,5,4,4,4,5,5.0,3,4.0,7,7,5,5,74,94,77,43,0.0,2,6,76,11,63,30,0,2,5,77,48,5,5,5,77,88,71,80,69,61,54.0,76,82,75,31,8,5,69,6,1,-1,1,23,0,3,14,2,3,0,83,115,1,6,3,6.0,5,6,2,4,4,6,8,7,4,3,5,5,11,9,-2,1,4,11,28,79,14,19,5,5,11,4,3,-1,0,-2,COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(C#N)s3)c2cc1OC,True
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(=O)N(C)C)c2cc1OC,1,05:Benzimidazole_N-thiophenes,19097784,8,1,0,15,3,1,10,16,15,13,1,17,19,12.0,0,3,-1,3,2,2,-1,1,0,7,11,10,11,9,6,8,4,7,-3,4,2,2,0,3,-5,2,1.0,1,1,3.0,2,0.0,-1,-1,2.0,8,7,16,-1.0,-4,2.0,2.0,2,22.0,7,23.0,10.0,21.0,9.0,2,7.0,27,15,3,3.0,4,1,1,1.0,1.0,40,24,1,27,34.0,4,8,49.0,0.0,-1,-2,-1,-1,-1,,0,15,17,-4,1,3,2,3,4,3,2,3,56,-2,-1,-1,0,-4,2,1,0.0,1,1,3,4,1,3,0,1,1,1,0,1,-1,0.0,0,1,1,-1,-1,1,0,0,0,0,-1,-2,0,1.0,0,1.0,0,2,1,1,31,46,10,0,3.0,3,1,2,0,1,0,0,0,1,3,3,0,1,2,1,3,-1,1,10,15,15.0,3,9,0,1,2,0,1,-2,0,1,0,1,0,5,3,3,0,-2,1,2,0,3,0,2.0,0,1,-1,-1,1,2,2,2,0,1,1,0,1,2,-2,-2,0,2,0,3,0,1,2,3,10,1,2,1,-4,-2,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(=O)N(C)C)s3)c2cc1OC,True
COc1cc2ncn(-c3cc(OCCc4ccccc4)c(s3)C(N)=O)c2cc1OC,1,05:Benzimidazole_N-thiophenes,19097784,-6,-3,0,0,1,2,6,10,12,11,8,10,14,8.0,3,3,0,3,4,2,4,-3,2,6,6,11,9,7,8,3,13,5,1,4,4,3,2,7,4,-1,1.0,2,6,7.0,1,2.0,3,2,4.0,3,9,15,7.0,6,-2.0,7.0,1,23.0,10,21.0,3.0,4.0,3.0,2,5.0,17,21,5,5.0,-1,-1,0,7.0,1.0,51,45,11,40,50.0,15,2,13.0,8.0,9,0,0,5,2,13.0,1,11,33,-9,3,3,7,14,11,-2,26,19,67,5,3,0,-6,-1,2,4,8.0,6,6,80,3,0,2,0,1,-1,0,2,2,0,1.0,0,-1,3,3,-2,1,1,1,-1,1,-1,2,2,4.0,-4,-1.0,0,-2,1,3,8,8,8,4,0.0,1,2,2,0,4,2,-1,1,4,13,6,4,5,5,1,2,2,3,4,9,9.0,77,80,4,1,1,-1,2,2,0,-2,0,7,-1,1,4,7,2,2,22,3,0,1,1,2.0,3,5,1,3,2,4,13,3,2,2,4,1,3,0,-4,0,3,3,4,19,2,3,4,0,7,4,6,3,-3,0,COc1cc2ncn(-c3cc(OCCc4ccccc4)c(C(N)=O)s3)c2cc1OC,True
COC(=O)c1sc(cc1OCc1ccccc1C(F)(F)F)-n1cnc2cc(OC)c(OC)cc12,1,05:Benzimidazole_N-thiophenes,19097784,0,-3,5,11,4,4,23,18,16,19,5,22,12,6.0,0,7,2,7,7,1,4,-3,2,22,32,28,20,15,17,56,25,27,4,4,4,3,6,10,11,1,2.0,7,12,12.0,6,0.0,0,2,48.0,3,15,17,1.0,6,-2.0,2.0,3,64.0,28,52.0,13.0,23.0,14.0,2,10.0,50,50,61,12.0,3,7,2,8.0,1.0,66,66,45,71,55.0,14,6,4.0,2.0,7,0,0,2,-2,11.0,2,11,19,3,9,7,3,10,9,1,10,11,22,9,4,2,-5,1,5,2,5.0,5,3,14,8,1,3,2,3,1,1,2,5,7,2.0,1,1,4,1,2,1,3,1,0,1,0,3,3,4.0,0,1.0,2,1,-1,-3,55,55,32,5,1.0,11,3,5,1,11,5,0,2,5,0,3,6,5,6,5,3,2,7,15,25,47.0,2,5,8,6,13,1,5,2,0,-3,1,3,-3,0,4,7,5,-1,29,9,4,5,2,1.0,4,8,-2,5,3,7,10,8,4,3,5,2,4,3,-6,-2,1,3,0,1,-2,3,4,0,17,4,5,-3,2,-2,COC(=O)c1sc(-n2cnc3cc(OC)c(OC)cc32)cc1OCc1ccccc1C(F)(F)F,True
NC(=O)c1sc(cc1OCc1ccccc1Br)-n1cnc2ccc(cc12)C(F)(F)F,1,05:Benzimidazole_N-thiophenes,19097784,11,-4,3,1,2,2,2,3,3,4,3,2,4,3.0,5,3,-2,-1,3,0,5,-2,2,3,2,6,6,3,2,4,10,7,-2,9,6,0,5,8,13,0,2.0,4,4,9.0,6,1.0,1,0,2.0,2,3,5,5.0,0,-4.0,1.0,3,4.0,3,11.0,5.0,4.0,4.0,2,4.0,7,4,3,5.0,6,4,-1,1.0,6.0,11,5,6,5,8.0,4,1,9.0,-2.0,5,2,4,4,1,11.0,2,6,13,-3,7,6,8,4,5,0,10,11,26,8,3,1,3,-7,5,3,5.0,4,2,94,15,10,1,5,5,4,2,2,3,2,2.0,1,1,4,5,3,1,4,1,2,1,3,1,5,8.0,8,6.0,4,5,3,2,5,-7,6,3,0.0,2,1,8,4,7,4,2,1,4,4,6,4,4,4,3,12,-1,4,10,10,4.0,1,4,4,4,8,2,4,-1,-1,0,2,-1,-2,3,5,29,4,3,2,6,6,11,-1,1.0,2,3,-2,2,3,6,10,5,4,2,4,1,7,4,-3,0,5,28,3,4,2,9,4,6,9,4,4,-2,-1,0,NC(=O)c1sc(-n2cnc3ccc(C(F)(F)F)cc32)cc1OCc1ccccc1Br,True
COc1cc2ncn(-c3cc(OCc4cccs4)c(s3)C(N)=O)c2cc1OC,1,05:Benzimidazole_N-thiophenes,19097784,20,1,1,0,13,1,30,52,50,46,60,42,42,18.0,10,4,-1,5,3,2,7,7,1,19,14,23,23,19,14,11,18,21,-2,19,1,-2,-3,21,7,0,3.0,7,7,31.0,2,-6.0,2,5,12.0,9,17,27,7.0,13,1.0,11.0,8,44.0,25,55.0,7.0,15.0,12.0,1,10.0,51,35,12,12.0,4,7,4,4.0,2.0,78,73,58,73,73.0,27,9,54.0,2.0,19,8,6,5,12,7.0,2,9,54,6,0,1,36,66,63,1,67,63,94,6,5,0,9,11,3,3,-2.0,-1,0,95,13,18,8,5,8,13,12,9,9,4,-3.0,-2,-3,9,7,11,4,6,-3,9,5,6,0,7,7.0,-4,-2.0,3,11,1,8,20,10,13,6,0.0,-4,0,6,10,3,2,5,2,3,13,15,-2,-2,-1,9,20,2,16,25,24,63.0,50,61,13,6,5,7,9,-3,-2,8,2,4,7,8,15,28,2,6,17,8,6,5,-2,0.0,7,5,2,-6,-2,5,12,5,1,2,2,4,6,7,8,-11,1,6,18,63,-2,-1,4,21,7,9,13,-3,-1,0,COc1cc2ncn(-c3cc(OCc4cccs4)c(C(N)=O)s3)c2cc1OC,True
COc1cccc(COc2cc(sc2C(N)=O)-n2cnc3ccccc23)c1,1,05:Benzimidazole_N-thiophenes,19097784,0,-1,-2,-1,4,1,0,3,3,3,1,3,1,1.0,1,-1,-1,2,1,1,1,-1,0,-1,-1,-1,-1,-1,2,2,-3,1,2,3,0,1,2,1,-2,-4,1.0,3,3,4.0,0,-2.0,-1,0,-4.0,-8,-1,-2,1.0,3,-1.0,-1.0,-1,7.0,0,12.0,0.0,3.0,0.0,1,-1.0,3,5,-1,-4.0,-1,-1,-2,-4.0,-4.0,14,7,-1,6,8.0,3,1,12.0,2.0,3,0,0,-2,3,13.0,-1,15,31,0,1,2,7,3,1,-1,18,16,39,3,1,0,-6,-1,1,-3,1.0,3,1,92,0,1,-2,-1,0,0,-1,2,1,-1,3.0,0,-2,1,0,0,1,4,0,1,2,1,-1,0,-1.0,1,1.0,0,1,1,-1,1,4,2,-1,0.0,0,0,3,0,-1,0,-1,-1,4,6,12,0,2,1,1,2,-1,1,-5,3,8.0,6,4,2,1,-8,0,-1,1,1,0,1,-2,1,4,1,8,1,0,2,-7,-1,8,0,0.0,0,-1,-3,-1,1,-3,9,4,-2,0,2,3,3,2,-3,-1,-1,1,2,3,-3,0,-2,-1,5,2,4,-1,-2,-1,COc1cccc(COc2cc(-n3cnc4ccccc43)sc2C(N)=O)c1,True
NC(=O)c1sc(cc1OCc1ccccc1Br)-n1cnc2cc(ccc12)C(F)(F)F,1,05:Benzimidazole_N-thiophenes,19097784,5,-3,0,1,6,2,3,4,3,3,2,5,4,5.0,-1,1,0,3,3,1,0,1,-1,2,5,0,5,4,3,8,2,3,0,8,1,2,4,4,-3,1,2.0,4,1,6.0,2,1.0,0,1,-1.0,0,1,2,-2.0,8,2.0,5.0,2,2.0,12,7.0,2.0,,2.0,0,0.0,4,4,4,2.0,0,1,-1,3.0,5.0,7,5,3,5,6.0,4,1,6.0,7.0,1,1,0,0,5,14.0,1,6,6,5,2,2,5,3,2,3,12,11,35,2,1,-2,0,0,2,0,1.0,0,1,69,6,1,3,0,1,3,3,2,2,0,0.0,0,-18,2,4,0,0,3,1,-1,1,1,1,1,-1.0,1,2.0,1,1,0,-5,2,4,2,0,3.0,1,2,6,3,1,0,1,0,-1,3,3,1,2,2,2,1,2,2,4,2,3.0,3,9,2,4,1,1,3,0,1,3,2,1,1,2,4,10,4,0,1,4,3,3,2,4.0,3,3,-2,-1,3,2,4,5,-1,2,2,0,3,2,-4,0,-1,0,1,3,1,2,0,2,4,0,2,-3,0,0,NC(=O)c1sc(-n2cnc3cc(C(F)(F)F)ccc32)cc1OCc1ccccc1Br,True
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(C)=O)c2cc1OC,1,05:Benzimidazole_N-thiophenes,19097784,2,0,0,-2,8,3,5,5,6,5,5,4,11,10.0,3,3,2,5,5,7,4,1,3,4,10,10,7,7,6,8,6,6,2,11,5,3,3,9,-1,-6,-4.0,3,4,8.0,-1,1.0,3,5,3.0,2,3,4,20.0,13,-2.0,4.0,2,6.0,10,13.0,3.0,9.0,6.0,0,2.0,8,6,11,5.0,2,6,2,5.0,2.0,32,14,13,20,22.0,8,3,24.0,2.0,3,0,1,1,4,10.0,1,6,7,-2,6,4,7,4,7,-2,8,9,43,5,2,1,0,-3,4,3,4.0,3,3,68,2,0,-1,0,3,2,1,2,3,0,1.0,2,1,3,2,3,3,0,1,0,0,1,1,0,1.0,0,2.0,2,3,1,2,10,12,4,2,1.0,-2,0,2,4,2,0,1,1,3,5,5,3,5,3,3,4,1,3,7,6,4.0,4,5,3,2,2,2,3,2,1,-1,1,5,1,2,5,6,-27,3,2,5,9,8,2,2.0,3,4,-2,-1,3,1,4,5,2,3,6,4,4,3,-2,1,1,-1,5,7,0,3,1,2,8,3,2,-5,-7,-2,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(C)=O)s3)c2cc1OC,True
CNC(=O)c1sc(cc1OCc1ccccc1C(F)(F)F)-n1cnc2cc(OC)c(OC)cc12,1,05:Benzimidazole_N-thiophenes,19097784,7,-3,1,0,6,3,9,10,7,8,4,10,17,13.0,7,2,3,11,10,4,3,1,4,8,12,14,9,7,10,19,8,7,3,13,7,6,4,14,0,-4,-1.0,4,6,5.0,0,1.0,2,3,3.0,5,4,6,3.0,4,-2.0,3.0,4,10.0,11,14.0,8.0,7.0,7.0,1,1.0,12,7,7,6.0,7,2,0,3.0,-2.0,60,28,9,45,44.0,10,4,29.0,2.0,0,1,0,1,4,10.0,2,10,7,1,6,5,7,4,7,5,12,12,32,1,3,1,0,-4,4,3,4.0,4,4,18,3,0,0,0,2,3,3,1,2,1,2.0,1,2,1,2,3,2,-2,1,-1,1,1,1,1,2.0,1,2.0,0,1,-1,3,17,21,4,3,2.0,-1,0,4,5,1,0,1,1,3,2,4,5,4,4,3,4,2,4,9,11,6.0,4,5,4,-2,2,1,2,3,1,0,0,3,1,2,4,9,-2,2,4,5,3,6,2,2.0,2,4,-1,2,4,4,5,5,2,2,6,3,6,4,-1,0,0,-2,-2,7,0,2,1,2,7,4,6,1,-3,-2,CNC(=O)c1sc(-n2cnc3cc(OC)c(OC)cc32)cc1OCc1ccccc1C(F)(F)F,True
NC(=O)c1sc(cc1OCc1ccccc1Br)-n1cnc2ccccc12,1,05:Benzimidazole_N-thiophenes,19097784,4,-5,3,0,3,4,4,7,3,5,4,6,10,7.0,2,5,0,6,5,2,7,-2,3,4,5,7,6,3,6,6,13,8,0,10,3,3,7,11,7,0,-3.0,6,7,10.0,5,3.0,3,2,7.0,5,4,3,10.0,7,-4.0,3.0,2,13.0,6,15.0,6.0,5.0,5.0,1,5.0,14,4,8,5.0,5,4,0,1.0,-5.0,15,7,5,10,14.0,6,2,19.0,1.0,5,3,2,1,4,9.0,3,11,19,-1,6,4,8,7,6,-2,11,9,61,10,6,2,5,-5,4,7,5.0,5,4,95,5,3,3,10,5,3,3,5,5,4,4.0,1,4,2,2,4,3,4,3,1,3,3,0,6,6.0,6,4.0,3,4,0,5,10,9,4,11,-1.0,3,2,6,6,8,3,1,6,13,4,12,9,10,7,5,6,6,6,10,14,29.0,8,17,4,5,10,1,5,11,1,4,3,13,0,2,3,24,10,3,3,6,6,8,9,6.0,6,8,0,-2,8,6,23,5,5,6,6,4,12,12,-2,-1,1,5,7,8,2,5,6,6,13,4,4,-1,0,0,NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1Br,True
COc1ccc2ncn(-c3cc(O[C@H](C)c4ccccc4C(F)(F)F)c(s3)C(N)=O)c2c1,1,05:Benzimidazole_N-thiophenes,19237286,5,-2,-1,6,4,0,-2,2,2,2,1,-1,9,3.0,-2,2,-1,3,0,1,-1,1,1,2,2,2,2,2,2,5,0,1,-4,0,3,2,1,2,-10,1,3.0,2,2,3.0,1,0.0,0,-2,22.0,3,5,6,0.0,1,2.0,3.0,3,4.0,4,5.0,-1.0,5.0,4.0,3,1.0,14,15,6,15.0,3,4,3,8.0,2.0,35,25,9,26,37.0,5,3,20.0,3.0,1,1,-1,0,-2,3.0,1,16,31,0,-2,-1,5,22,19,13,4,4,81,2,0,0,-1,-9,-1,2,-1.0,0,1,99,5,1,2,0,2,4,7,10,3,0,0.0,-1,0,1,1,1,1,3,0,1,0,-1,0,1,1.0,0,1.0,0,0,2,3,8,0,6,0,-2.0,3,2,3,0,5,1,0,0,-1,4,3,0,1,2,5,2,5,6,5,16,44.0,26,36,3,3,3,1,2,-2,1,8,8,0,1,43,12,84,1,-2,-1,1,2,-6,1,3.0,1,1,-2,-1,3,-1,0,0,-1,0,0,0,5,5,-1,-1,1,5,2,3,2,2,1,5,6,5,12,2,2,-3,COc1ccc2ncn(-c3cc(O[C@H](C)c4ccccc4C(F)(F)F)c(C(N)=O)s3)c2c1,True
C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2ccc(OC[C@@H](O)CO)cc12)c1ccccc1Cl,1,05:Benzimidazole_N-thiophenes,19237286,0,2,0,20,5,0,6,10,9,8,12,10,12,8.0,-1,0,-1,3,0,1,0,2,2,3,6,6,4,3,4,5,5,4,-5,0,2,0,-1,-2,-1,1,0.0,4,5,12.0,0,0.0,-2,1,51.0,4,15,29,7.0,-4,3.0,4.0,2,7.0,5,11.0,1.0,8.0,7.0,0,-1.0,22,23,9,5.0,2,1,2,5.0,8.0,62,41,51,50,55.0,15,2,18.0,2.0,1,-2,-1,0,1,-2.0,0,17,29,6,-1,0,16,34,26,1,4,3,86,1,0,0,-4,-6,0,3,0.0,2,1,94,3,4,1,-1,2,3,6,13,3,2,0.0,-1,0,1,1,3,0,0,3,2,2,1,1,0,0.0,-8,-1.0,1,1,4,4,1,-2,2,-2,-7.0,1,1,4,-1,7,2,-1,-1,-1,3,3,0,0,2,5,6,5,6,11,7,39.0,56,68,6,2,3,1,1,-5,2,22,19,-2,2,55,20,91,0,-4,0,-1,-2,-3,2,3.0,3,4,2,0,1,-1,4,2,-3,-1,-2,-2,4,4,-1,0,1,8,5,9,3,4,2,10,2,13,35,-1,0,0,C[C@@H](Oc1cc(-n2cnc3ccc(OC[C@@H](O)CO)cc32)sc1C(N)=O)c1ccccc1Cl,True
COc1cc2ncn(-c3cc(OCc4ccccc4Cl)c(s3)C(N)=O)c2cc1OC,1,05:Benzimidazole_N-thiophenes,19237286,6,2,0,5,9,0,22,31,32,28,27,33,32,21.0,5,4,1,13,8,3,8,8,2,23,19,27,26,21,19,24,21,18,-1,7,1,3,2,7,6,2,0.0,4,6,29.0,7,3.0,0,1,21.0,3,14,20,13.0,20,2.0,9.0,10,61.0,27,60.0,8.0,13.0,13.0,3,10.0,54,55,24,16.0,0,8,3,4.0,9.0,90,82,70,83,86.0,27,7,63.0,9.0,13,5,0,1,2,9.0,1,14,55,1,2,3,31,46,42,-3,57,51,99,1,1,-1,0,-8,2,1,2.0,2,3,96,9,6,6,-5,3,4,8,17,8,1,1.0,0,-1,2,0,0,2,2,1,1,1,1,1,2,4.0,-3,-1.0,1,2,2,2,30,41,24,-1,5.0,0,4,6,1,3,0,1,-4,-3,8,7,0,1,2,9,10,6,9,27,28,59.0,41,49,11,4,9,2,5,-15,5,9,3,-4,-1,15,37,55,1,-4,29,3,1,5,4,6.0,6,5,-1,0,5,4,18,4,1,1,1,2,9,10,-1,-1,4,3,5,45,0,4,3,10,1,20,18,2,-3,-5,COc1cc2ncn(-c3cc(OCc4ccccc4Cl)c(C(N)=O)s3)c2cc1OC,True
COc1cc2ncn(-c3cc(O[C@H](C)c4ccccc4Cl)c(s3)C(N)=O)c2cc1OC,1,05:Benzimidazole_N-thiophenes,19237286,22,0,7,26,17,5,28,49,48,43,58,47,47,37.0,10,10,6,16,19,9,4,6,2,23,28,52,28,24,17,9,41,18,7,27,14,7,6,22,32,0,8.0,11,19,37.0,5,3.0,3,12,78.0,12,43,63,18.0,17,8.0,23.0,38,52.0,55,64.0,29.0,45.0,,9,26.0,72,81,42,27.0,15,32,14,25.0,40.0,100,88,97,87,95.0,42,28,71.0,3.0,15,5,6,7,8,14.0,4,22,52,2,4,4,47,77,74,-21,19,17,88,5,7,0,4,12,4,3,3.0,4,3,97,11,15,15,4,14,19,16,26,11,5,2.0,2,2,7,7,6,4,4,0,6,4,5,0,6,5.0,-16,2.0,4,14,1,6,38,51,30,-1,1.0,-1,2,7,13,19,7,4,-1,0,12,12,3,4,4,32,37,18,32,25,53,72.0,65,69,24,9,24,4,8,-10,1,12,4,-1,5,68,49,92,4,5,6,7,7,9,1,6.0,15,14,6,-1,3,4,6,5,4,4,5,5,20,23,8,8,8,5,12,30,0,4,6,20,13,36,60,-1,-4,-2,COc1cc2ncn(-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)c2cc1OC,True
C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2ccc(OCC3CCN(C)CC3)cc12)c1ccccc1C(F)(F)F,1,05:Benzimidazole_N-thiophenes,19237286,-2,3,3,30,4,-2,1,1,3,2,14,1,3,4.0,-1,-2,-1,1,0,1,-4,3,1,14,34,33,19,16,13,13,21,13,-3,-5,0,1,-1,-1,6,0,-1.0,3,21,7.0,1,-2.0,-3,-4,76.0,1,1,1,9.0,10,13.0,7.0,7,12.0,19,18.0,13.0,8.0,1.0,-1,0.0,34,19,8,0.0,-2,0,5,11.0,21.0,69,66,46,66,81.0,32,46,30.0,10.0,43,9,2,19,0,0.0,10,26,31,2,-3,1,12,75,57,-27,1,0,91,0,0,-2,-2,-1,0,-1,-3.0,-1,-4,94,-2,-1,5,-1,3,33,52,55,31,6,-1.0,-1,2,2,-3,0,5,8,10,6,19,19,0,0,0.0,-1,1.0,12,12,1,5,2,1,0,-1,0.0,2,4,7,11,50,14,-1,-1,-2,4,2,17,12,22,50,58,43,51,30,66,77.0,61,75,33,14,22,0,22,4,2,48,68,0,3,61,69,102,-1,0,-1,-1,-3,-4,3,3.0,3,1,1,-2,1,-1,2,3,-4,-2,0,0,3,3,1,0,4,10,10,32,2,2,-3,7,1,13,56,0,2,0,C[C@@H](Oc1cc(-n2cnc3ccc(OCC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,True
C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2ccc(OCC3CCN(C)CC3)cc12)c1ccccc1Cl,1,05:Benzimidazole_N-thiophenes,19237286,6,-4,2,29,7,8,5,9,5,8,10,11,14,12.0,4,3,1,9,6,3,6,-1,4,10,30,30,18,14,14,15,33,16,2,12,4,4,6,8,14,2,7.0,10,25,22.0,9,7.0,3,9,88.0,6,10,10,13.0,10,3.0,6.0,7,18.0,17,20.0,14.0,12.0,9.0,5,0.0,36,24,18,8.0,8,5,0,16.0,12.0,76,54,62,65,85.0,20,20,26.0,4.0,20,6,3,7,5,13.0,6,17,33,8,11,5,14,57,40,-31,12,10,87,11,7,4,7,-3,6,6,8.0,9,6,101,10,9,8,8,8,17,23,42,22,7,3.0,0,4,4,4,3,5,6,5,4,12,15,3,8,7.0,-4,-1.0,7,10,1,9,5,3,6,6,5.0,3,6,10,10,38,13,2,4,3,6,6,12,12,12,24,31,20,24,22,42,72.0,60,73,24,14,38,4,14,9,3,53,70,10,3,54,65,90,10,0,6,7,3,2,3,4.0,4,5,-2,0,7,11,7,6,6,6,9,8,10,9,-2,0,3,8,9,22,3,4,10,19,43,27,75,-12,2,0,C[C@@H](Oc1cc(-n2cnc3ccc(OCC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl,True
