Compound ID,Comp Conc. (µM),Chemotype,Pubmed ID,JAK1,TYK2,JAK2,JAK3,FER,FES,ABL-E255K,ABL-H396P,ABL-M351T,ABL-Q252H,ABL-T315I,ABL-Y253F,ABL1,ARG,CSK,BMX,BTK,TXK,TEC,ITK,BRK,SRMS,PTK5,BLK,LCK,HCK,LYNA,LYNB,FGR,FYN,SRC,YES,EPHA2,EPHA4,EPHA3,EPHB4,EPHB3,EPHB2,PYK2,SYK,ZAP70,LTK,ALK,ROS,INSR,IGF1R,IRR,DDR2,MUSK,TRKA,TRKB,TRKC,RON,MET,AXL,MER,TYRO3,RET,RET-V804L,RET-Y791F,FGFR1,FGFR2,FGFR3,FGFR4,FLT1,KDR,FLT4,FMS,KIT,KIT-D816V,KIT-T6701,KIT-V560G,FLT3,FLT-3-D835Y,PDGFR?,PDGFR?-D842V,PDGFR?-T674I,PDGFR?-V561D,PDGFR?.1,TIE2,TNK2,TNK1,EGFR,EGFR-L858R,EGFR-L861Q,EGFR-T790M,EGFR-T790M-L858R,ERBB2,ERBB4,IRAK4,LRRK2,LRRK2-G2019S,CRAF,BRAF,BRAF-V599E,MAP4K2,MST1,MST2,MST4,MAP4K4,MINK,LOK,PAK1,PAK3,PAK2,PAK5,PAK6,MEK1,CK1a,CK1-g2,CK1-g1,CK1-g3,PLK1,GRK7,GRK6,PDK1,MSK1,MSK2,RSK1,RSK2,RSK4,RSK3,P70S6K1,AKT2,AKT1,AKT3,SGK1,SGK3,SGK2,PKC-?,PKC-?.1,PKC-?.2,PKC-?1,PKC-?2,PKC-?.3,PKC-?.4,PRKG2,PRKG1,PRKX,PKA,ROCK1,ROCK2,MRCK-?,MRCK-?.1,AURORA-B,AURORA-C,AURORA-A,CHEK2,DCAMKL2,CAMK4,CAMK1D,PHKG1,PHKG2,CAMK2D,CAMK2A,PRAK,MAPKAPK2,MAPKAPK3,MNK2,MKNK1,PRKD3,PRKD1,PRKD2,MARK4,MARK3,PAR-1B?,MARK1,SNF1LK2 (QIK),SNF1LK (SIK),ARK5,BRSK1,BRSK2,AMPKA1 (A1B1G1),AMPKA2 (A2B1G1),MELK,TSSK2,TSSK1,DAPK1,PIM2,PIM3,PIM1,CHEK1,PASK,NEK1,NEK2,NEK9,NEK7,NEK6,TBK1,IKKE,IKKB,IKKA,CDK5/p35,CDK1/cyclinB,CDK2/cyclinA,CDK2/cyclinE,CDK3/cyclinE,CDK6/cyclinD3,CDK4/cyclinD,JNK2,P38?,P38?.1,P38?.2,P38?.3,MAPK1,MAPK3,GSK3A,GSK3B,SRPK1,MSSK1,CLK3,CLK2,HIPK1,HIPK4,DYRK1B,DYRK1A,DYRK2,CK2,TTK,PI3-K-?,PI3-K-?.1,PI4-K-?,SPHK1,SPHK2,Canonical_SMILES,Changed
Cl.COc1ccc(cc1)-c1oc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)cc1,1,18:Furopyrimidines_and_related,17276055,43,0,14,3,64,17,23,58,76,76,64,54,52,68.0,61,60,13,8,14,41,25,9,65,41,84,86,95,93,61,52,91,80,96,88,87,97,100,90,91,-9,5.0,11,9,81.0,27,8.0,7,87,101.0,98,101,99,22.0,63,82.0,67.0,49,94.0,88,95.0,66.0,76.0,64.0,49,97.0,74,98,90,96.0,5,88,79,,47.0,89,54,72,86,80.0,86,10,85.0,2.0,6,8,3,7,9,15.0,3,15,17,6,20,24,47,19,18,0,10,7,91,5,4,4,0,11,7,3,2.0,4,4,4,22,13,5,16,24,61,34,17,34,68,3.0,2,3,9,4,4,6,6,2,6,4,5,1,6,4.0,3,4.0,12,42,2,7,46,76,49,4,6.0,13,12,17,10,21,17,4,3,16,56,47,3,3,3,5,6,1,7,11,14,9.0,12,14,9,8,-9,3,5,5,1,5,1,7,4,17,7,39,-2,4,4,10,5,3,4,8.0,28,29,42,4,5,20,30,38,15,18,6,5,17,15,34,49,5,27,62,89,2,2,6,17,15,21,22,6,-1,0,COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc2)cc1.Cl,True
Cl.Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)c12,1,18:Furopyrimidines_and_related,17276055,8,-7,19,1,29,3,33,73,85,79,91,45,59,64.0,41,70,5,5,5,8,4,1,19,39,58,47,74,70,24,24,48,32,81,77,44,85,64,80,85,-10,3.0,54,23,28.0,13,11.0,2,80,94.0,89,91,93,12.0,30,37.0,35.0,36,91.0,85,86.0,30.0,52.0,34.0,17,85.0,71,97,96,102.0,4,86,79,89.0,35.0,93,67,98,98,87.0,79,2,50.0,5.0,1,2,0,0,-4,4.0,2,18,35,-6,7,11,66,9,6,1,22,20,69,4,2,1,-3,0,2,4,5.0,5,6,1,-5,-4,9,24,20,47,22,10,51,77,0.0,1,2,3,2,2,1,4,1,1,2,-1,3,2,1.0,-1,1.0,10,40,1,0,70,92,65,3,,6,5,5,-1,5,4,-2,1,14,40,30,2,2,1,3,3,3,3,1,7,6.0,9,7,2,0,-33,-2,-2,5,0,-1,1,3,0,35,-2,5,-8,-1,6,11,2,7,10,11.0,13,15,26,7,8,21,37,39,29,52,2,3,18,17,29,49,2,2,37,78,3,4,3,6,21,1,2,11,-1,12,Cl.Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,True
Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)c12,1,18:Furopyrimidines_and_related,17276055,-2,0,8,1,18,-1,18,58,76,74,85,29,36,56.0,19,57,1,0,-2,3,3,1,12,24,32,32,57,54,11,16,32,24,57,78,25,73,51,82,19,-10,0.0,34,13,14.0,9,1.0,-3,80,98.0,97,88,85,3.0,11,23.0,22.0,19,89.0,81,86.0,19.0,44.0,18.0,10,74.0,78,75,81,100.0,0,96,98,90.0,26.0,90,38,83,97,81.0,81,-1,26.0,16.0,3,1,1,-2,6,4.0,0,19,29,-6,1,5,66,0,-2,-2,6,2,63,-1,-2,-2,-1,-8,0,-2,0.0,1,1,0,-7,-1,2,11,7,34,16,6,38,70,-2.0,-2,0,1,-1,3,-2,-2,0,0,0,-1,0,1,1.0,0,-1.0,7,28,-1,1,56,69,30,-2,-5.0,0,3,6,-5,0,-3,-1,-2,8,29,17,-2,-1,0,1,0,1,0,-6,3,2.0,-1,1,-1,-2,-27,-2,0,1,1,1,2,1,-1,18,-4,3,-5,-1,3,1,2,11,5,5.0,5,6,17,0,2,4,20,33,18,45,-2,-1,6,5,22,44,0,1,22,77,2,1,-1,0,8,0,0,8,2,0,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,True
Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3)c12,1,18:Furopyrimidines_and_related,17276055,12,-4,10,-2,34,5,39,77,85,82,89,48,56,65.0,44,71,7,5,6,12,7,-3,21,49,47,49,72,68,25,20,53,46,85,78,51,84,68,78,32,-18,1.0,47,22,22.0,11,16.0,5,79,90.0,96,91,89,28.0,29,45.0,32.0,32,87.0,80,86.0,38.0,53.0,34.0,13,91.0,77,100,78,97.0,7,84,98,94.0,35.0,93,76,85,99,95.0,74,2,53.0,8.0,6,3,5,5,4,15.0,2,58,43,-3,13,13,59,16,13,-4,12,8,68,5,6,2,3,-2,5,6,7.0,10,10,6,5,0,2,20,21,34,26,10,53,74,2.0,1,3,4,3,5,7,2,2,13,2,3,3,4,2.0,3,5.0,19,47,1,0,67,89,60,6,2.0,4,8,10,5,3,1,1,3,21,54,39,6,8,4,4,5,4,8,4,10,8.0,10,10,5,5,-14,3,5,4,1,1,2,5,0,42,7,18,0,1,5,10,8,11,5,5.0,9,11,17,2,7,14,43,41,19,37,7,4,10,11,19,62,-31,3,37,78,2,7,3,5,18,5,5,1,-6,2,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,True
CS(=O)(=O)Nc1cccc(c1)-c1ccc2c(NC(=O)C3CC3)n[nH]c2c1,1,19:Indazole-3-carboxamides,12941333,0,-1,1,3,0,1,7,17,16,7,31,12,18,4.0,-2,2,2,3,4,2,-3,-2,0,5,6,3,1,0,5,3,4,3,2,-7,-1,1,-4,-11,3,1,1.0,1,1,3.0,4,-2.0,-1,1,3.0,2,0,5,-6.0,2,2.0,1.0,18,15.0,-1,0.0,1.0,5.0,2.0,-2,-1.0,8,2,2,-4.0,0,-2,1,0.0,-5.0,13,9,-2,7,8.0,7,-2,-7.0,0.0,-2,-3,-1,-2,-4,8.0,0,5,5,16,3,3,3,4,4,1,6,7,10,3,1,0,-15,-5,1,2,1.0,3,1,2,2,-1,1,1,3,-1,1,2,2,2,0.0,0,-3,1,-1,0,3,2,2,0,1,-1,1,2,2.0,-1,1.0,0,-1,1,2,4,16,12,1,1.0,1,2,6,0,3,3,-1,0,1,3,14,2,2,4,3,7,3,3,9,5,2.0,19,19,2,6,4,-1,0,3,1,-3,0,2,0,1,0,3,1,-1,4,3,4,-6,3,3.0,7,5,4,6,3,0,6,10,1,1,1,1,10,10,-5,-1,0,4,1,-1,0,3,1,-4,5,-1,5,4,-1,0,CS(=O)(=O)Nc1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1,True
Fc1ccc(F)c(c1)-c1ccc2c(NC(=O)C3CC3)n[nH]c2c1,1,19:Indazole-3-carboxamides,12941333,8,-2,2,-1,3,3,31,52,54,36,74,50,51,19.0,2,3,-2,1,4,8,2,-3,1,5,7,8,6,3,8,7,9,9,0,4,4,5,3,9,10,1,0.0,3,4,5.0,5,2.0,1,5,10.0,8,8,14,2.0,4,-3.0,3.0,12,10.0,3,11.0,2.0,6.0,2.0,1,2.0,12,1,3,7.0,4,3,1,5.0,-2.0,18,8,10,13,14.0,9,-1,7.0,2.0,4,-1,1,2,2,8.0,1,3,6,-1,8,6,5,4,4,-1,59,46,13,6,3,2,-2,0,4,1,3.0,4,3,4,6,4,3,1,3,1,2,2,3,2,2.0,0,3,1,0,0,4,2,2,2,4,2,3,6,5.0,2,1.0,2,2,0,-3,7,8,18,3,1.0,2,1,6,2,25,3,0,1,4,2,13,4,4,5,5,0,0,6,22,11,-2.0,15,14,2,10,5,1,2,0,-1,-2,1,1,-3,1,2,11,4,-1,5,7,5,8,5,7.0,17,12,5,40,9,6,9,8,4,3,4,1,30,24,-5,-2,1,1,2,4,-1,4,4,2,10,4,4,3,-2,0,O=C(Nc1n[nH]c2cc(-c3cc(F)ccc3F)ccc12)C1CC1,True
O=C(Nc1n[nH]c2cc(ccc12)-c1ccccc1)C1CC1,1,19:Indazole-3-carboxamides,12941333,8,-5,1,0,6,3,47,68,69,48,83,68,64,31.0,5,5,2,18,16,2,7,3,2,7,7,16,9,5,13,5,11,5,4,19,6,5,3,17,8,1,2.0,10,5,8.0,6,11.0,1,6,5.0,4,7,8,5.0,6,-7.0,5.0,16,6.0,0,11.0,3.0,8.0,6.0,1,2.0,13,17,5,7.0,8,4,4,3.0,5.0,20,9,10,19,13.0,3,4,8.0,6.0,5,1,5,3,1,16.0,2,6,8,1,6,7,4,6,6,-4,74,65,20,8,6,2,0,-5,4,6,5.0,6,5,3,4,3,1,6,2,2,0,3,3,1,2.0,-1,3,5,4,2,3,2,2,4,3,2,4,3,3.0,1,2.0,1,1,0,-1,4,10,13,4,1.0,-1,0,7,5,4,2,1,3,4,10,31,6,6,5,6,9,4,9,13,9,3.0,21,20,4,8,4,1,2,7,1,-2,0,5,-1,3,6,6,3,-1,8,4,4,7,5,6.0,11,9,5,24,10,7,11,6,6,4,6,5,33,28,-1,0,2,2,1,3,4,6,5,6,7,4,4,1,0,-1,O=C(Nc1n[nH]c2cc(-c3ccccc3)ccc12)C1CC1,True
Fc1ccc(cc1)-c1ccc2c(NC(=O)C3CC3)n[nH]c2c1,1,19:Indazole-3-carboxamides,12941333,4,-4,2,-1,2,2,23,47,55,34,69,40,40,12.0,6,6,-1,3,4,2,3,-1,2,7,8,8,6,3,9,4,6,7,-2,4,4,3,2,7,9,1,4.0,3,2,7.0,5,1.0,1,2,5.0,4,6,7,1.0,1,-3.0,3.0,14,4.0,3,2.0,6.0,3.0,3.0,1,1.0,19,2,2,5.0,6,5,0,4.0,2.0,15,13,8,13,8.0,7,1,5.0,4.0,4,2,2,1,-1,12.0,1,5,7,-3,6,5,5,5,5,-1,70,56,9,6,3,1,-2,-5,3,7,3.0,3,3,2,7,1,6,14,8,10,9,5,7,3,2.0,1,1,4,9,6,7,6,2,7,4,5,4,6,7.0,4,5.0,10,10,6,1,6,7,13,7,1.0,1,1,6,2,4,6,5,4,9,7,26,5,6,4,3,5,2,6,8,7,3.0,26,34,5,6,8,1,2,10,1,1,3,11,-1,2,5,6,3,3,5,4,2,-1,3,5.0,6,7,2,25,7,4,8,7,4,3,5,0,15,15,-2,0,1,0,2,2,8,11,3,1,3,10,11,-3,0,0,O=C(Nc1n[nH]c2cc(-c3ccc(F)cc3)ccc12)C1CC1,True
NS(=O)(=O)c1cccc(c1)-c1ccc2c(NC(=O)C3CC3)n[nH]c2c1,1,19:Indazole-3-carboxamides,12941333,-5,2,-1,2,4,-4,8,22,20,9,25,27,21,1.0,-3,1,-2,-2,-3,0,0,-2,2,1,3,2,2,1,0,2,-1,6,-3,-5,-2,-1,-3,-1,6,0,-1.0,-1,-1,5.0,0,4.0,-1,-10,4.0,1,2,4,3.0,3,2.0,1.0,15,2.0,-2,-2.0,-3.0,-1.0,0.0,-1,-1.0,6,5,2,0.0,4,-2,4,-1.0,-1.0,10,7,1,7,5.0,4,0,3.0,1.0,-2,0,-1,3,-5,-4.0,-1,1,2,-3,-2,-2,7,-5,-2,-46,10,8,7,0,-1,-1,-6,-9,3,5,-1.0,0,2,-1,-1,3,-1,2,0,3,2,1,0,0,-1.0,-1,-3,3,1,-4,-2,4,1,3,3,1,1,1,1.0,1,1.0,2,2,2,0,1,2,14,-2,,-2,-1,2,-3,-2,-4,1,-1,3,1,7,0,1,-1,7,4,4,4,-7,0,2.0,41,52,0,0,3,0,0,3,0,1,1,2,-1,-1,0,2,-3,0,0,-3,-2,5,2,1.0,-7,3,2,6,1,-5,9,5,0,-2,-5,0,3,3,1,-7,1,-1,1,1,4,3,-1,0,2,4,9,-4,3,0,NS(=O)(=O)c1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1,True
CS(=O)(=O)Nc1ccc(cc1)-c1ccc2c(NC(=O)C3CC3)n[nH]c2c1,1,19:Indazole-3-carboxamides,12941333,-1,-2,3,1,11,4,6,18,20,9,17,9,10,5.0,0,5,2,5,7,4,3,1,1,10,9,9,5,4,7,3,8,5,2,1,4,4,5,12,9,-2,3.0,4,11,12.0,6,5.0,2,1,8.0,3,6,9,8.0,-3,0.0,3.0,14,7.0,9,7.0,6.0,8.0,6.0,1,3.0,10,2,3,6.0,3,2,1,6.0,4.0,29,10,4,27,8.0,11,3,5.0,2.0,0,-2,0,1,-3,10.0,2,5,15,5,7,6,6,11,9,-3,34,21,7,5,4,1,1,5,3,4,4.0,4,3,5,2,2,2,6,3,1,1,3,4,3,4.0,2,1,3,0,4,1,4,2,0,2,0,3,3,3.0,-1,2.0,2,0,1,-2,8,23,20,7,1.0,0,2,5,0,3,4,-2,1,3,1,2,6,5,5,3,1,1,3,1,6,2.0,5,5,6,40,3,-1,3,5,4,2,2,2,0,-3,4,0,3,-2,8,3,1,-3,1,4.0,6,5,6,36,7,3,7,0,4,2,2,3,7,5,-3,-2,4,3,6,5,3,6,3,0,12,4,2,-1,-3,0,CS(=O)(=O)Nc1ccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)cc1,True
NS(=O)(=O)c1ccc(cc1)-c1ccc2c(NC(=O)C3CC3)n[nH]c2c1,1,19:Indazole-3-carboxamides,12941333,-1,-5,3,2,0,3,7,17,17,8,15,9,14,7.0,2,4,1,5,10,7,2,0,1,6,4,9,4,3,6,2,5,2,1,1,2,3,4,9,6,-2,0.0,0,3,2.0,2,2.0,3,2,9.0,0,5,9,9.0,0,-3.0,4.0,13,8.0,4,6.0,8.0,6.0,6.0,0,1.0,8,2,2,2.0,1,4,-2,4.0,8.0,15,6,1,9,6.0,7,2,5.0,5.0,2,-2,0,2,0,8.0,1,3,8,9,5,3,2,6,5,-3,5,4,6,2,4,2,3,9,2,3,2.0,3,0,2,-10,-2,3,8,4,1,1,4,2,3,1.0,1,-1,15,-2,3,0,0,0,-1,2,0,3,3,2.0,-1,2.0,2,1,2,-1,1,14,15,2,0.0,0,1,4,0,4,3,1,1,3,6,18,1,1,1,3,6,3,2,9,3,8.0,7,7,2,6,1,-3,0,4,0,-2,1,4,-1,2,3,4,2,0,3,3,3,3,4,5.0,13,6,5,46,7,4,6,-1,5,1,3,1,9,8,-2,-1,3,0,8,4,3,6,3,2,8,3,8,-2,-1,0,NS(=O)(=O)c1ccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)cc1,True
COc1ccc(cc1)-c1ccc2c(NC(=O)C3CC3)n[nH]c2n1,1,20:3-amino_pyrazolopyridines,12941332,11,0,0,0,4,1,9,28,27,14,21,10,19,8.0,5,3,0,3,2,2,3,2,0,3,4,5,5,5,7,4,4,9,0,10,3,0,3,5,7,-2,-3.0,1,2,3.0,3,0.0,0,1,4.0,2,5,5,2.0,7,-2.0,4.0,22,2.0,9,9.0,0.0,0.0,1.0,0,0.0,3,1,2,7.0,3,3,3,3.0,5.0,12,5,7,10,6.0,6,1,12.0,1.0,4,2,4,5,3,4.0,0,5,3,-11,2,2,0,5,5,1,33,22,9,3,3,-1,-5,-5,2,0,1.0,2,3,1,10,10,1,3,3,3,3,1,2,0,0.0,1,0,6,4,4,2,3,-1,2,0,3,0,1,2.0,4,1.0,-1,4,0,3,6,9,9,2,2.0,-3,-1,8,5,2,1,3,1,4,5,22,2,1,2,0,2,-1,5,6,5,0.0,5,11,2,2,-1,5,5,4,0,1,-1,2,2,2,1,3,1,3,1,-8,4,7,2,4.0,11,5,3,38,11,2,5,9,0,1,4,5,8,7,1,1,2,2,2,1,0,1,3,9,8,0,-1,0,0,2,COc1ccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3n2)cc1,True
CN1CCC(CC1)C(=O)Nc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12,1,20:3-amino_pyrazolopyridines,12941332,20,-1,1,-2,5,2,13,16,14,17,23,15,11,4.0,8,4,-3,-1,1,-2,9,-2,2,1,8,6,9,6,5,2,10,11,-3,11,-1,-1,2,8,13,0,2.0,50,32,10.0,5,-5.0,3,0,9.0,1,3,5,6.0,14,-3.0,4.0,7,10.0,30,21.0,-1.0,3.0,2.0,-3,2.0,24,-13,1,13.0,5,5,0,6.0,1.0,28,16,9,20,23.0,8,2,7.0,-2.0,6,2,3,1,7,8.0,2,2,5,3,16,14,25,15,13,21,35,28,14,5,5,1,-9,-28,5,6,3.0,4,3,3,17,20,1,4,6,6,7,13,8,3,-2.0,-3,-1,10,6,7,9,8,7,14,31,8,8,8,8.0,7,1.0,2,8,13,22,5,-8,4,6,5.0,-2,16,16,9,12,6,4,1,3,37,78,3,6,5,4,3,3,9,10,9,12.0,32,36,19,10,12,6,8,3,15,49,35,5,1,6,3,14,10,7,6,10,13,-2,13,44.0,63,39,56,77,77,17,13,18,14,7,12,7,83,82,1,-1,4,3,20,6,67,43,34,13,19,2,2,-1,0,1,CN1CCC(C(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)c(Br)cc23)CC1,True
OC(=O)\C=C/C(O)=O.CN1CCC(CC1)C(=O)Nc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12,1,20:3-amino_pyrazolopyridines,12941332,3,-1,1,1,5,2,7,14,10,16,16,10,12,5.0,4,4,0,3,3,2,6,-1,4,4,12,5,3,3,4,5,8,3,-1,9,4,5,5,9,6,0,2.0,46,35,2.0,7,3.0,2,3,7.0,2,3,1,12.0,7,-3.0,6.0,5,0.0,4,5.0,5.0,5.0,4.0,2,3.0,23,2,5,9.0,3,0,-1,3.0,7.0,21,10,8,16,17.0,8,2,6.0,6.0,5,1,1,-1,5,9.0,1,7,5,-8,15,9,20,2,4,20,22,15,9,3,2,-1,1,-5,2,3,2.0,2,0,3,0,6,3,1,1,1,2,10,6,0,1.0,0,3,4,0,6,4,9,11,10,31,3,6,4,6.0,2,3.0,-1,1,13,20,7,5,4,4,10.0,1,16,3,3,11,5,1,1,2,35,85,3,6,3,1,3,0,2,5,8,3.0,26,27,11,5,9,2,3,1,16,45,33,2,0,3,2,6,9,1,2,5,4,2,11,43.0,63,33,53,74,78,14,11,9,12,7,4,1,82,80,-1,-1,5,3,19,4,67,52,34,1,6,2,1,1,-1,0,CN1CCC(C(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)c(Br)cc23)CC1.O=C(O)/C=C\C(=O)O,True
Brc1cc2c(NC(=O)C3CC3)n[nH]c2nc1-c1ccco1,1,20:3-amino_pyrazolopyridines,12941333,-1,-2,2,1,1,3,9,26,30,32,27,12,24,18.0,4,5,4,6,9,24,4,0,4,21,7,9,4,4,11,2,14,14,1,3,4,3,4,5,4,0,3.0,1,4,3.0,-14,4.0,1,3,6.0,4,2,4,4.0,7,-1.0,5.0,4,5.0,1,-3.0,5.0,8.0,7.0,3,4.0,15,9,2,5.0,-2,1,2,3.0,5.0,13,4,6,4,7.0,14,0,0.0,5.0,1,2,-1,0,-4,16.0,1,3,7,2,6,5,3,4,6,-2,9,8,11,7,4,4,-2,1,4,3,3.0,3,1,4,4,-1,2,2,3,0,0,3,3,2,2.0,1,1,3,3,-5,3,3,0,-1,1,1,2,2,3.0,0,2.0,1,-1,1,-1,14,29,46,3,2.0,2,1,2,1,5,3,0,1,4,1,14,5,6,5,2,-5,2,3,5,6,4.0,13,11,3,6,7,-1,2,4,0,-3,1,4,-2,2,4,4,3,1,5,4,2,-2,4,5.0,28,9,3,13,8,4,6,4,3,2,5,3,81,66,-5,0,3,3,4,2,3,4,4,-2,-4,5,3,5,-1,0,O=C(Nc1n[nH]c2nc(-c3ccco3)c(Br)cc12)C1CC1,True
Oc1ccc(cc1)-c1nc2[nH]nc(NC(=O)C3CC3)c2cc1Br,1,20:3-amino_pyrazolopyridines,12941333,55,18,28,62,7,4,66,81,81,82,88,67,73,26.0,11,13,1,9,14,4,11,17,2,15,22,28,16,13,21,15,20,27,24,39,14,29,6,38,19,0,4.0,92,72,11.0,6,6.0,2,4,14.0,12,15,16,6.0,11,-7.0,8.0,41,28.0,21,36.0,21.0,18.0,13.0,3,18.0,72,61,7,63.0,10,5,11,26.0,27.0,67,55,24,65,41.0,26,4,20.0,7.0,10,8,5,8,5,22.0,3,14,22,4,13,13,34,10,11,35,75,68,61,8,6,4,9,9,8,6,7.0,6,5,6,17,33,15,14,6,33,45,60,71,7,3.0,2,13,12,17,25,13,48,37,36,58,33,19,28,6.0,4,5.0,1,6,16,13,13,9,38,4,4.0,2,14,11,7,20,8,3,3,6,35,76,6,8,6,5,9,5,10,20,17,30.0,67,70,20,12,13,5,6,3,75,74,66,17,1,11,9,13,46,15,23,12,10,12,55,64.0,108,73,78,75,74,19,16,39,33,17,10,6,86,83,0,8,8,6,58,10,72,55,53,6,15,6,7,3,0,-1,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12)C1CC1,True
O[C@H]([C@@H](O)C(O)=O)C(O)=O.CCN1CCC(CC(=O)Nc2n[nH]c3nc(-c4cccs4)c(Br)cc23)CC1,1,20:3-amino_pyrazolopyridines,12941333,-4,2,-2,2,2,-5,2,8,5,12,23,5,8,3.0,-5,-1,0,-4,-3,0,1,0,0,0,5,1,2,2,1,-1,-4,3,-2,-4,-2,-2,-4,2,-15,0,-2.0,1,-1,0.0,-1,1.0,0,0,6.0,1,-2,0,6.0,0,2.0,3.0,0,4.0,-2,-1.0,-2.0,0.0,-2.0,2,4.0,16,3,1,0.0,0,0,2,9.0,11.0,5,6,4,4,14.0,11,0,5.0,4.0,3,1,-1,0,-2,-7.0,-1,2,2,1,-5,-5,2,-4,-3,12,10,6,2,-4,-3,-2,16,-2,-5,-1,-1.0,-2,0,-3,-4,-3,0,1,-2,0,0,2,0,1,-2.0,0,3,-2,-2,-1,0,1,1,1,3,-1,-1,1,0.0,0,2.0,0,0,0,-1,4,-3,0,-4,0.0,-1,2,5,-4,8,-1,-1,-2,-2,28,77,-1,-1,-1,1,-1,0,-1,-4,-7,9.0,22,19,4,6,1,-1,-2,1,1,6,4,3,-1,1,-2,0,-4,-2,1,-4,-3,5,3,5.0,6,5,10,71,37,-3,0,3,-2,-2,-7,0,78,69,2,2,4,3,6,9,22,21,14,4,0,-1,2,-1,2,0,CCN1CCC(CC(=O)Nc2n[nH]c3nc(-c4cccs4)c(Br)cc23)CC1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,True
O=C(Nc1n[nH]c2nc(ccc12)-c1ccco1)C1CC1,1,20:3-amino_pyrazolopyridines,12941333,0,-1,2,2,3,2,6,10,15,9,13,7,14,6.0,5,2,1,3,4,2,2,2,1,5,4,8,4,3,5,2,5,0,2,8,2,4,2,13,0,2,0.0,1,3,3.0,0,2.0,1,8,8.0,3,2,5,4.0,5,5.0,2.0,9,10.0,8,9.0,2.0,5.0,4.0,3,8.0,14,2,3,2.0,0,2,7,9.0,4.0,11,6,6,8,6.0,10,1,1.0,5.0,4,2,-1,-1,1,2.0,1,7,8,0,3,4,5,2,0,1,32,18,10,2,1,0,4,3,1,3,1.0,1,0,1,-8,-2,3,8,3,1,1,1,1,2,1.0,1,1,0,1,0,1,4,0,-1,1,0,0,4,4.0,4,4.0,4,3,4,0,8,7,11,6,0.0,3,2,3,0,2,1,-1,3,7,4,10,2,1,2,1,2,0,0,3,4,3.0,3,5,2,4,2,-1,-1,8,0,0,1,8,0,1,2,0,3,-1,3,-1,0,-1,2,3.0,7,4,5,8,3,2,6,2,1,1,1,1,49,41,-1,4,0,0,1,7,1,1,2,0,-1,1,1,2,-2,0,O=C(Nc1n[nH]c2nc(-c3ccco3)ccc12)C1CC1,True
Cl.NC(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccc2OCOc2c1)-c1ccccn1,1,21:2-pyridinyl_imidazoles_and_related,11855979,9,0,2,0,7,2,4,7,4,4,3,2,7,6.0,7,2,1,3,3,1,1,2,0,4,4,5,2,3,5,8,5,7,0,8,2,2,2,6,7,0,-2.0,3,2,3.0,5,2.0,-1,4,4.0,3,0,2,-1.0,9,-1.0,3.0,1,9.0,6,14.0,2.0,1.0,2.0,0,-1.0,3,0,2,5.0,5,1,6,2.0,2.0,9,3,6,5,7.0,5,1,-1.0,5.0,4,2,2,-1,0,11.0,1,5,3,16,4,5,2,4,3,3,6,8,4,6,3,1,-1,-6,4,49,3.0,4,6,2,6,6,3,2,4,2,2,1,2,2,1.0,1,0,4,4,9,0,3,3,3,5,1,0,3,4.0,2,3.0,0,4,1,2,4,-3,4,2,-8.0,0,0,5,4,2,3,1,1,5,3,5,6,5,6,1,11,0,3,12,5,1.0,0,1,3,2,2,1,1,3,1,0,1,3,1,3,3,6,2,5,2,4,4,4,1,2.0,4,3,-1,-2,2,5,16,11,2,2,1,1,4,7,-2,0,2,1,3,2,1,3,1,5,3,-1,2,-3,-4,-1,Cl.NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1,True
